review_id,app,platform,rating,title,body,date,version,username
10458246955,Cardoc,ios,5,매우 좋아요~,"대부분 좋은점이 상당하니 단점과 개선할 점만
얘기 하자면 견적 업체와 채팅 할때 알림이 오면 해당 채팅으로 바로 전환되지 않는것이 아쉽다고 할수 있음.
카닥앱 들어가서 종소리 모양 눌러서 들어가서 채팅창에 도달하는것이 매우 불편함.",2023-10-10T00:14:14-07:00,7.10.1,알파치놈
10445460031,Cardoc,ios,5,좋은 서비스의 앱입니다,앱 자체 편의성은 조금 떨어지지만 서비스 자체는 정말 마음에 듭니다. 덕분에 저렴하게 잘 수리했네요,2023-10-06T08:20:09-07:00,7.10.1,보라빛호수
10444688964,Cardoc,ios,1,참나,그날 예약 취소했는데 6000원을 떼가네  별한개도 아깝다,2023-10-06T04:15:42-07:00,7.10.1,내마을로
10439344652,Cardoc,ios,1,좋은 정보 많이 받음,두번의 수리시 가격도 싸고 퀄리티 좋은 업체 연결되어 좋았음,2023-10-04T16:05:35-07:00,7.10.1,빅러브
10404936951,Cardoc,ios,5,사장님 수리  대만족스러웠습니다,"수리속도와 가격 퀄리티  만족스럽게 잘받았습니다
차량도  무료로 대차해주시고 수리가 빨리되서 신경써주신게  보였습니다  끝까지  만족스럽게  차량도  깨끗하게  세차되어 있어서  넘 기분좋았습니다  감사합니다  지인분들,차량수리할일생기면  또 찾아뵙도록하겟습니다  그때도 잘부탁드려요 :)",2023-09-25T01:19:26-07:00,7.10.1,jjong1109
10396904445,Cardoc,ios,5,내 차 수리는 카닥!,내 차 수리에 꼭 필요한 어플!,2023-09-22T19:09:05-07:00,7.10.1,Minho lee.호
10390061531,Cardoc,ios,5,엔진오일,싸게 교체할땐 카닥,2023-09-20T19:46:17-07:00,7.10.0,길거리생수
10383803311,Cardoc,ios,5,편리하고 좋아요,"너무 편하고 좋고 만족합니다
가격비교및 후기도 한눈에.. 아주 좋아요",2023-09-19T01:12:03-07:00,7.10.0,림앵두
10383536632,Cardoc,ios,5,왜이제야알았나요,너무좋네요 견적도 다 알아서 보내주시고...세상 좋아졌네요...,2023-09-18T22:52:38-07:00,7.10.0,밍밍ㅎㅇ
10379720863,Cardoc,ios,5,엔진오일이 친절하고 카센터가 잘 나가요,덕분에 좋은 곳에서 엔진오일 싸게 잘 교체함,2023-09-17T18:49:47-07:00,7.9.1,다코타존슨팬
